"Plot Title: Yverdon_les_Tropiques_5"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 10963347, SEN S/N: 10963347, LBL: temp)","RH, % (LGR S/N: 10963347, SEN S/N: 10963347, LBL: RH)"
62,06/10/25 08:10:00 PM,25.501,34.776
63,06/10/25 08:20:00 PM,24.919,39.687
64,06/10/25 08:30:00 PM,24.388,42.539
65,06/10/25 08:40:00 PM,23.954,44.273
66,06/10/25 08:50:00 PM,23.593,45.520
67,06/10/25 09:00:00 PM,23.112,47.959
68,06/10/25 09:10:00 PM,21.748,51.387
69,06/10/25 09:20:00 PM,20.174,56.076
70,06/10/25 09:30:00 PM,19.841,57.438
71,06/10/25 09:40:00 PM,19.888,57.353
72,06/10/25 09:50:00 PM,19.841,57.927
73,06/10/25 10:00:00 PM,20.770,54.495
74,06/10/25 10:10:00 PM,21.270,51.102
75,06/10/25 10:20:00 PM,21.509,48.896
76,06/10/25 10:30:00 PM,18.652,59.657
77,06/10/25 10:40:00 PM,17.796,64.667
78,06/10/25 10:50:00 PM,17.986,63.421
79,06/10/25 11:00:00 PM,17.011,68.146
80,06/10/25 11:10:00 PM,16.010,71.778
81,06/10/25 11:20:00 PM,16.892,69.695
82,06/10/25 11:30:00 PM,16.654,70.403
83,06/10/25 11:40:00 PM,15.509,73.849
84,06/10/25 11:50:00 PM,15.986,72.775
85,06/11/25 12:00:00 AM,15.724,72.467
86,06/11/25 12:10:00 AM,15.939,72.308
87,06/11/25 12:20:00 AM,15.318,73.754
88,06/11/25 12:30:00 AM,15.247,73.598
89,06/11/25 12:40:00 AM,15.103,74.646
90,06/11/25 12:50:00 AM,15.127,74.368
91,06/11/25 01:00:00 AM,15.414,73.204
92,06/11/25 01:10:00 AM,15.557,71.633
93,06/11/25 01:20:00 AM,14.697,73.999
94,06/11/25 01:30:00 AM,14.505,75.624
95,06/11/25 01:40:00 AM,14.242,76.942
96,06/11/25 01:50:00 AM,14.433,76.870
97,06/11/25 02:00:00 AM,14.553,76.503
98,06/11/25 02:10:00 AM,13.882,78.341
99,06/11/25 02:20:00 AM,13.425,78.990
100,06/11/25 02:30:00 AM,13.786,79.840
101,06/11/25 02:40:00 AM,13.978,78.195
102,06/11/25 02:50:00 AM,13.570,79.049
103,06/11/25 03:00:00 AM,13.594,79.771
104,06/11/25 03:10:00 AM,13.425,79.624
105,06/11/25 03:20:00 AM,13.353,79.911
106,06/11/25 03:30:00 AM,12.751,81.284
107,06/11/25 03:40:00 AM,12.606,82.258
108,06/11/25 03:50:00 AM,12.413,83.027
109,06/11/25 04:00:00 AM,12.437,83.707
110,06/11/25 04:10:00 AM,12.485,84.391
111,06/11/25 04:20:00 AM,12.558,83.843
112,06/11/25 04:30:00 AM,12.074,84.242
113,06/11/25 04:40:00 AM,12.147,84.769
114,06/11/25 04:50:00 AM,12.219,84.866
115,06/11/25 05:00:00 AM,12.171,85.069
116,06/11/25 05:10:00 AM,12.195,85.155
117,06/11/25 05:20:00 AM,12.074,85.287
118,06/11/25 05:30:00 AM,11.953,85.178
119,06/11/25 05:40:00 AM,11.589,85.253
120,06/11/25 05:50:00 AM,11.467,85.863
121,06/11/25 06:00:00 AM,11.759,85.986
122,06/11/25 06:10:00 AM,11.492,86.161
123,06/11/25 06:20:00 AM,11.492,86.161
124,06/11/25 06:30:00 AM,11.759,86.092
125,06/11/25 06:40:00 AM,11.759,86.251
126,06/11/25 06:50:00 AM,12.582,85.486
127,06/11/25 07:00:00 AM,12.968,83.775
128,06/11/25 07:10:00 AM,13.930,82.338
129,06/11/25 07:20:00 AM,14.337,80.676
130,06/11/25 07:30:00 AM,15.127,78.856
131,06/11/25 07:40:00 AM,15.318,78.479
132,06/11/25 07:50:00 AM,16.106,79.260
133,06/11/25 08:00:00 AM,16.344,74.839
134,06/11/25 08:10:00 AM,17.391,73.107
135,06/11/25 08:20:00 AM,17.534,74.651
136,06/11/25 08:30:00 AM,17.986,71.870
137,06/11/25 08:40:00 AM,17.439,74.661
138,06/11/25 08:50:00 AM,18.176,73.749
139,06/11/25 09:00:00 AM,17.986,73.080
140,06/11/25 09:10:00 AM,18.414,72.530
141,06/11/25 09:20:00 AM,18.200,72.171
142,06/11/25 09:30:00 AM,19.103,71.273
143,06/11/25 09:40:00 AM,18.604,69.197
144,06/11/25 09:50:00 AM,19.199,66.748
145,06/11/25 10:00:00 AM,18.961,66.617
146,06/11/25 10:10:00 AM,19.484,65.612
147,06/11/25 10:20:00 AM,19.532,64.519
148,06/11/25 10:30:00 AM,19.722,61.732
149,06/11/25 10:40:00 AM,20.293,60.798
150,06/11/25 10:50:00 AM,20.460,60.157
151,06/11/25 11:00:00 AM,20.555,58.465
152,06/11/25 11:10:00 AM,20.889,57.413
153,06/11/25 11:20:00 AM,20.698,58.823
154,06/11/25 11:30:00 AM,21.175,57.610
155,06/11/25 11:40:00 AM,22.011,55.761
156,06/11/25 11:50:00 AM,21.724,55.750
157,06/11/25 12:00:00 PM,22.106,55.154
158,06/11/25 12:10:00 PM,22.705,51.580
159,06/11/25 12:20:00 PM,23.088,49.101
160,06/11/25 12:30:00 PM,23.208,48.703
161,06/11/25 12:40:00 PM,23.184,47.329
162,06/11/25 12:50:00 PM,23.088,49.419
163,06/11/25 01:00:00 PM,23.424,48.094
164,06/11/25 01:10:00 PM,23.905,48.059
165,06/11/25 01:20:00 PM,23.641,50.443
166,06/11/25 01:30:00 PM,23.809,50.021
167,06/11/25 01:40:00 PM,24.002,50.903
168,06/11/25 01:50:00 PM,24.171,51.906
169,06/11/25 02:00:00 PM,23.857,52.714
170,06/11/25 02:10:00 PM,24.557,52.401
171,06/11/25 02:20:00 PM,24.629,50.416
172,06/11/25 02:30:00 PM,24.895,49.942
173,06/11/25 02:40:00 PM,25.137,49.942
174,06/11/25 02:50:00 PM,24.726,49.856
175,06/11/25 03:00:00 PM,25.186,48.254
176,06/11/25 03:10:00 PM,25.210,46.940
177,06/11/25 03:20:00 PM,24.968,48.130
178,06/11/25 03:30:00 PM,25.914,46.834
179,06/11/25 03:40:00 PM,25.331,47.148
180,06/11/25 03:50:00 PM,25.890,46.379
181,06/11/25 04:00:00 PM,26.012,46.459
182,06/11/25 04:10:00 PM,26.085,44.003
183,06/11/25 04:20:00 PM,26.134,45.632
184,06/11/25 04:30:00 PM,26.085,44.913
185,06/11/25 04:40:00 PM,26.280,44.871
186,06/11/25 04:50:00 PM,26.109,45.565
187,06/11/25 05:00:00 PM,26.671,43.647
188,06/11/25 05:10:00 PM,26.744,43.558
189,06/11/25 05:20:00 PM,26.280,43.047
190,06/11/25 05:30:00 PM,26.353,43.578
191,06/11/25 05:40:00 PM,26.818,43.436
192,06/11/25 05:50:00 PM,26.158,44.467
193,06/11/25 06:00:00 PM,26.280,43.961
194,06/11/25 06:10:00 PM,26.622,43.152
195,06/11/25 06:20:00 PM,26.965,42.929
196,06/11/25 06:30:00 PM,26.622,42.759
197,06/11/25 06:40:00 PM,27.087,43.074
198,06/11/25 06:50:00 PM,26.695,41.587
199,06/11/25 07:00:00 PM,26.671,42.241
200,06/11/25 07:10:00 PM,26.744,43.492
201,06/11/25 07:20:00 PM,26.475,44.114
202,06/11/25 07:30:00 PM,26.402,44.723
203,06/11/25 07:40:00 PM,26.304,45.199
204,06/11/25 07:50:00 PM,26.280,45.326
205,06/11/25 08:00:00 PM,25.987,45.841
206,06/11/25 08:10:00 PM,25.841,46.276
207,06/11/25 08:20:00 PM,25.477,47.424
208,06/11/25 08:30:00 PM,25.331,48.945
209,06/11/25 08:40:00 PM,24.968,50.651
210,06/11/25 08:50:00 PM,24.557,52.307
211,06/11/25 09:00:00 PM,24.026,53.775
212,06/11/25 09:10:00 PM,23.785,54.336
213,06/11/25 09:20:00 PM,23.521,54.924
214,06/11/25 09:30:00 PM,23.280,54.827
215,06/11/25 09:40:00 PM,23.112,54.397
216,06/11/25 09:50:00 PM,22.800,55.380
217,06/11/25 10:00:00 PM,22.465,56.200
218,06/11/25 10:10:00 PM,22.058,58.237
219,06/11/25 10:20:00 PM,21.223,64.119
220,06/11/25 10:30:00 PM,20.722,65.918
221,06/11/25 10:40:00 PM,19.270,70.955
222,06/11/25 10:50:00 PM,19.579,70.839
223,06/11/25 11:00:00 PM,19.199,72.508
224,06/11/25 11:10:00 PM,18.913,73.463
225,06/11/25 11:20:00 PM,18.628,73.953
226,06/11/25 11:30:00 PM,18.200,75.070
227,06/11/25 11:40:00 PM,18.105,76.218
228,06/11/25 11:50:00 PM,17.915,76.293
229,06/12/25 12:00:00 AM,17.296,77.410
230,06/12/25 12:10:00 AM,17.011,78.615
231,06/12/25 12:20:00 AM,17.011,78.418
232,06/12/25 12:30:00 AM,16.844,78.943
233,06/12/25 12:40:00 AM,16.129,79.933
234,06/12/25 12:50:00 AM,16.749,79.649
235,06/12/25 01:00:00 AM,16.225,81.090
236,06/12/25 01:10:00 AM,16.106,80.427
237,06/12/25 01:20:00 AM,15.796,82.015
238,06/12/25 01:30:00 AM,16.177,81.079
239,06/12/25 01:40:00 AM,15.986,81.038
240,06/12/25 01:50:00 AM,15.939,81.082
241,06/12/25 02:00:00 AM,15.461,81.419
242,06/12/25 02:10:00 AM,15.270,82.584
243,06/12/25 02:20:00 AM,15.533,82.259
244,06/12/25 02:30:00 AM,15.724,81.807
245,06/12/25 02:40:00 AM,15.629,81.731
246,06/12/25 02:50:00 AM,14.936,83.219
247,06/12/25 03:00:00 AM,15.031,83.132
248,06/12/25 03:10:00 AM,14.218,83.492
249,06/12/25 03:20:00 AM,14.242,84.770
250,06/12/25 03:30:00 AM,14.026,85.771
251,06/12/25 03:40:00 AM,14.026,86.039
252,06/12/25 03:50:00 AM,13.978,86.296
253,06/12/25 04:00:00 AM,13.954,86.478
254,06/12/25 04:10:00 AM,14.026,86.415
255,06/12/25 04:20:00 AM,13.690,86.737
256,06/12/25 04:30:00 AM,13.858,87.284
257,06/12/25 04:40:00 AM,13.329,86.918
258,06/12/25 04:50:00 AM,13.233,87.401
259,06/12/25 05:00:00 AM,13.473,87.671
260,06/12/25 05:10:00 AM,13.594,88.125
261,06/12/25 05:20:00 AM,13.353,88.359
262,06/12/25 05:30:00 AM,13.401,88.370
263,06/12/25 05:40:00 AM,13.618,88.211
264,06/12/25 05:50:00 AM,13.497,87.703
265,06/12/25 06:00:00 AM,12.727,87.757
266,06/12/25 06:10:00 AM,12.678,88.538
267,06/12/25 06:20:00 AM,13.137,88.597
268,06/12/25 06:30:00 AM,13.666,88.143
269,06/12/25 06:40:00 AM,14.433,87.315
270,06/12/25 06:50:00 AM,15.175,85.392
271,06/12/25 07:00:00 AM,15.438,83.742
272,06/12/25 07:10:00 AM,16.415,82.896
273,06/12/25 07:20:00 AM,16.177,81.714
274,06/12/25 07:30:00 AM,17.582,77.976
275,06/12/25 07:40:00 AM,17.772,76.292
276,06/12/25 07:50:00 AM,18.794,75.304
277,06/12/25 08:00:00 AM,18.985,75.714
278,06/12/25 08:10:00 AM,20.055,72.413
279,06/12/25 08:20:00 AM,20.674,70.166
280,06/12/25 08:30:00 AM,20.913,68.769
281,06/12/25 08:40:00 AM,21.390,67.077
282,06/12/25 08:50:00 AM,20.960,66.971
283,06/12/25 09:00:00 AM,21.008,64.502
284,06/12/25 09:10:00 AM,20.674,65.313
285,06/12/25 09:20:00 AM,20.817,66.975
286,06/12/25 09:30:00 AM,20.960,67.268
287,06/12/25 09:40:00 AM,21.079,62.770
288,06/12/25 09:50:00 AM,21.485,61.930
289,06/12/25 10:00:00 AM,21.533,61.362
290,06/12/25 10:10:00 AM,21.557,61.062
291,06/12/25 10:20:00 AM,21.533,60.389
292,06/12/25 10:30:00 AM,21.604,59.362
293,06/12/25 10:40:00 AM,21.939,58.065
294,06/12/25 10:50:00 AM,22.417,56.874
295,06/12/25 11:00:00 AM,22.058,58.759
296,06/12/25 11:10:00 AM,22.657,57.126
297,06/12/25 11:20:00 AM,22.274,56.821
298,06/12/25 11:30:00 AM,22.657,55.949
299,06/12/25 11:40:00 AM,23.184,56.710
300,06/12/25 11:50:00 AM,23.905,55.292
301,06/12/25 12:00:00 PM,23.641,55.752
302,06/12/25 12:10:00 PM,23.569,55.492
303,06/12/25 12:20:00 PM,23.545,56.173
304,06/12/25 12:30:00 PM,23.689,56.132
305,06/12/25 12:40:00 PM,24.388,56.080
306,06/12/25 12:50:00 PM,24.412,55.334
307,06/12/25 01:00:00 PM,24.098,56.099
308,06/12/25 01:10:00 PM,24.315,55.132
309,06/12/25 01:20:00 PM,25.016,55.296
310,06/12/25 01:30:00 PM,25.210,52.460
311,06/12/25 01:40:00 PM,25.744,50.308
312,06/12/25 01:50:00 PM,26.182,51.036
313,06/12/25 02:00:00 PM,26.842,50.453
314,06/12/25 02:10:00 PM,26.402,51.925
315,06/12/25 02:20:00 PM,26.304,49.359
316,06/12/25 02:30:00 PM,26.500,49.416
317,06/12/25 02:40:00 PM,26.793,48.362
318,06/12/25 02:50:00 PM,26.475,49.669
319,06/12/25 03:00:00 PM,26.061,50.318
320,06/12/25 03:10:00 PM,26.671,48.700
321,06/12/25 03:20:00 PM,27.063,50.578
322,06/12/25 03:30:00 PM,27.358,49.848
323,06/12/25 03:40:00 PM,27.358,52.532
324,06/12/25 03:50:00 PM,28.295,48.617
325,06/12/25 04:00:00 PM,27.825,51.703
326,06/12/25 04:10:00 PM,27.014,50.764
327,06/12/25 04:20:00 PM,27.554,50.740
328,06/12/25 04:30:00 PM,28.345,49.719
329,06/12/25 04:40:00 PM,27.949,50.567
330,06/12/25 04:50:00 PM,28.295,50.260
331,06/12/25 05:00:00 PM,28.171,49.761
332,06/12/25 05:10:00 PM,27.530,51.663
333,06/12/25 05:20:00 PM,28.023,50.641
334,06/12/25 05:30:00 PM,27.924,51.844
335,06/12/25 05:40:00 PM,28.642,50.691
336,06/12/25 05:50:00 PM,27.949,50.246
337,06/12/25 06:00:00 PM,28.097,49.719
338,06/12/25 06:10:00 PM,28.742,49.255
339,06/12/25 06:20:00 PM,27.801,50.420
340,06/12/25 06:30:00 PM,27.998,49.385
341,06/12/25 06:40:00 PM,28.692,47.306
342,06/12/25 06:50:00 PM,28.543,47.774
343,06/12/25 07:00:00 PM,28.171,47.857
344,06/12/25 07:10:00 PM,27.899,48.599
345,06/12/25 07:20:00 PM,27.333,49.909
346,06/12/25 07:30:00 PM,27.653,49.758
347,06/12/25 07:40:00 PM,27.801,50.772
348,06/12/25 07:50:00 PM,27.505,51.341
349,06/12/25 08:00:00 PM,28.221,49.510
350,06/12/25 08:10:00 PM,28.468,48.542
351,06/12/25 08:20:00 PM,28.147,49.533
352,06/12/25 08:30:00 PM,28.171,50.949
353,06/12/25 08:40:00 PM,27.604,51.162
354,06/12/25 08:50:00 PM,27.284,55.089
355,06/12/25 09:00:00 PM,26.818,59.372
356,06/12/25 09:10:00 PM,26.475,60.961
357,06/12/25 09:20:00 PM,25.453,64.866
358,06/12/25 09:30:00 PM,24.532,67.844
359,06/12/25 09:40:00 PM,24.460,68.639
360,06/12/25 09:50:00 PM,24.171,69.570
361,06/12/25 10:00:00 PM,23.088,73.523
362,06/12/25 10:10:00 PM,22.776,74.860
363,06/12/25 10:20:00 PM,22.226,76.196
364,06/12/25 10:30:00 PM,21.843,77.125
365,06/12/25 10:40:00 PM,21.199,79.132
366,06/12/25 10:50:00 PM,20.960,80.214
367,06/12/25 11:00:00 PM,20.650,81.752
368,06/12/25 11:10:00 PM,20.865,80.814
369,06/12/25 11:20:00 PM,20.746,79.971
370,06/12/25 11:30:00 PM,20.936,79.360
371,06/12/25 11:40:00 PM,20.770,78.587
372,06/12/25 11:50:00 PM,20.460,79.118
373,06/13/25 12:00:00 AM,20.412,78.399
374,06/13/25 12:10:00 AM,20.007,79.362
375,06/13/25 12:20:00 AM,19.793,80.049
376,06/13/25 12:30:00 AM,19.793,80.190
377,06/13/25 12:40:00 AM,19.294,81.623
378,06/13/25 12:50:00 AM,19.365,82.503
379,06/13/25 01:00:00 AM,19.484,83.113
380,06/13/25 01:10:00 AM,19.222,82.777
381,06/13/25 01:20:00 AM,18.889,83.893
382,06/13/25 01:30:00 AM,18.842,84.324
383,06/13/25 01:40:00 AM,18.747,84.550
384,06/13/25 01:50:00 AM,18.747,84.385
385,06/13/25 02:00:00 AM,18.533,84.474
386,06/13/25 02:10:00 AM,18.485,84.628
387,06/13/25 02:20:00 AM,18.438,84.727
388,06/13/25 02:30:00 AM,18.509,84.358
389,06/13/25 02:40:00 AM,18.557,84.038
390,06/13/25 02:50:00 AM,18.604,83.608
391,06/13/25 03:00:00 AM,18.200,83.930
392,06/13/25 03:10:00 AM,18.390,84.221
393,06/13/25 03:20:00 AM,18.343,83.742
394,06/13/25 03:30:00 AM,18.105,83.771
395,06/13/25 03:40:00 AM,17.796,84.196
396,06/13/25 03:50:00 AM,17.653,85.696
397,06/13/25 04:00:00 AM,17.772,85.969
398,06/13/25 04:10:00 AM,17.962,85.849
399,06/13/25 04:20:00 AM,17.891,85.915
400,06/13/25 04:30:00 AM,17.748,85.990
401,06/13/25 04:40:00 AM,17.344,85.978
402,06/13/25 04:50:00 AM,17.320,86.543
403,06/13/25 05:00:00 AM,17.177,86.564
404,06/13/25 05:10:00 AM,17.249,86.662
405,06/13/25 05:20:00 AM,17.320,86.624
406,06/13/25 05:30:00 AM,17.344,86.766
407,06/13/25 05:40:00 AM,17.225,87.036
408,06/13/25 05:50:00 AM,17.106,87.332
409,06/13/25 06:00:00 AM,17.034,87.450
410,06/13/25 06:10:00 AM,17.130,87.877
411,06/13/25 06:20:00 AM,17.177,87.538
412,06/13/25 06:30:00 AM,17.415,87.459
413,06/13/25 06:40:00 AM,17.653,86.893
414,06/13/25 06:50:00 AM,18.271,85.702
415,06/13/25 07:00:00 AM,18.842,84.020
416,06/13/25 07:10:00 AM,19.555,83.517
417,06/13/25 07:20:00 AM,19.984,81.634
418,06/13/25 07:30:00 AM,20.317,79.625
419,06/13/25 07:40:00 AM,21.485,78.024
420,06/13/25 07:50:00 AM,20.436,79.481
421,06/13/25 08:00:00 AM,21.748,78.478
422,06/13/25 08:10:00 AM,21.819,75.653
423,06/13/25 08:20:00 AM,22.034,76.014
424,06/13/25 08:30:00 AM,22.226,76.398
425,06/13/25 08:40:00 AM,22.011,76.268
426,06/13/25 08:50:00 AM,22.082,74.809
427,06/13/25 09:00:00 AM,22.321,74.538
428,06/13/25 09:10:00 AM,22.896,72.462
429,06/13/25 09:20:00 AM,22.753,72.961
430,06/13/25 09:30:00 AM,23.088,74.048
431,06/13/25 09:40:00 AM,23.184,71.606
432,06/13/25 09:50:00 AM,23.617,68.845
433,06/13/25 10:00:00 AM,23.617,65.098
434,06/13/25 10:10:00 AM,24.050,65.685
435,06/13/25 10:20:00 AM,24.146,65.370
436,06/13/25 10:30:00 AM,24.702,61.967
437,06/13/25 10:40:00 AM,24.171,61.636
438,06/13/25 10:50:00 AM,24.702,60.648
439,06/13/25 11:00:00 AM,25.307,60.004
440,06/13/25 11:10:00 AM,25.137,59.205
441,06/13/25 11:20:00 AM,25.283,58.267
442,06/13/25 11:30:00 AM,26.231,56.445
443,06/13/25 11:40:00 AM,25.939,55.556
444,06/13/25 11:50:00 AM,25.987,55.563
445,06/13/25 12:00:00 PM,26.378,56.873
446,06/13/25 12:10:00 PM,26.109,56.458
447,06/13/25 12:20:00 PM,27.014,54.324
448,06/13/25 12:30:00 PM,27.628,54.569
449,06/13/25 12:40:00 PM,27.579,55.194
450,06/13/25 12:50:00 PM,27.407,56.304
451,06/13/25 01:00:00 PM,27.333,56.984
452,06/13/25 01:10:00 PM,28.097,58.759
453,06/13/25 01:20:00 PM,28.196,56.230
454,06/13/25 01:30:00 PM,28.295,53.043
455,06/13/25 01:40:00 PM,28.841,52.991
456,06/13/25 01:50:00 PM,28.990,52.788
457,06/13/25 02:00:00 PM,29.140,51.431
458,06/13/25 02:10:00 PM,29.690,51.055
459,06/13/25 02:20:00 PM,30.142,49.273
460,06/13/25 02:30:00 PM,29.790,49.163
461,06/13/25 02:40:00 PM,30.041,47.864
462,06/13/25 02:50:00 PM,30.672,47.127
463,06/13/25 03:00:00 PM,30.545,45.770
464,06/13/25 03:10:00 PM,30.849,43.501
465,06/13/25 03:20:00 PM,30.596,40.222
466,06/13/25 03:30:00 PM,30.950,38.722
467,06/13/25 03:40:00 PM,30.950,39.592
468,06/13/25 03:50:00 PM,31.816,37.027
469,06/13/25 04:00:00 PM,31.484,39.246
470,06/13/25 04:10:00 PM,31.663,38.795
471,06/13/25 04:20:00 PM,30.722,40.402
472,06/13/25 04:30:00 PM,31.459,40.180
473,06/13/25 04:40:00 PM,31.179,40.717
474,06/13/25 04:50:00 PM,31.077,42.634
475,06/13/25 05:00:00 PM,32.047,40.710
476,06/13/25 05:10:00 PM,31.868,39.755
477,06/13/25 05:20:00 PM,31.433,42.242
478,06/13/25 05:30:00 PM,31.306,43.024
479,06/13/25 05:40:00 PM,31.637,41.533
480,06/13/25 05:50:00 PM,31.561,40.925
481,06/13/25 06:00:00 PM,32.124,39.379
482,06/13/25 06:10:00 PM,32.201,39.756
483,06/13/25 06:20:00 PM,32.717,40.246
484,06/13/25 06:30:00 PM,32.433,38.268
485,06/13/25 06:40:00 PM,32.355,38.125
486,06/13/25 06:50:00 PM,32.278,38.589
487,06/13/25 07:00:00 PM,32.150,38.475
488,06/13/25 07:10:00 PM,32.124,39.245
489,06/13/25 07:20:00 PM,32.562,38.618
490,06/13/25 07:30:00 PM,32.407,38.333
491,06/13/25 07:40:00 PM,33.105,39.413
492,06/13/25 07:50:00 PM,32.717,39.037
493,06/13/25 08:00:00 PM,31.561,44.310
494,06/13/25 08:10:00 PM,31.408,43.962
495,06/13/25 08:20:00 PM,30.950,46.179
496,06/13/25 08:30:00 PM,30.419,51.474
497,06/13/25 08:40:00 PM,29.690,52.660
498,06/13/25 08:50:00 PM,28.766,53.969
499,06/13/25 09:00:00 PM,28.369,55.972
500,06/13/25 09:10:00 PM,27.727,58.264
501,06/13/25 09:20:00 PM,27.210,59.433
502,06/13/25 09:30:00 PM,26.867,63.209
503,06/13/25 09:40:00 PM,26.036,64.995
504,06/13/25 09:50:00 PM,24.605,71.253
505,06/13/25 10:00:00 PM,24.219,71.860
506,06/13/25 10:10:00 PM,23.809,71.665
507,06/13/25 10:20:00 PM,23.424,72.533
508,06/13/25 10:30:00 PM,23.328,71.633
509,06/13/25 10:40:00 PM,23.160,72.424
510,06/13/25 10:50:00 PM,22.537,75.913
511,06/13/25 11:00:00 PM,22.585,76.499
512,06/13/25 11:10:00 PM,22.657,74.923
513,06/13/25 11:20:00 PM,21.843,77.412
514,06/13/25 11:30:00 PM,21.891,77.164
515,06/13/25 11:40:00 PM,21.032,78.329
516,06/13/25 11:50:00 PM,21.843,75.773
517,06/14/25 12:00:00 AM,21.079,77.455
518,06/14/25 12:10:00 AM,21.008,77.497
519,06/14/25 12:20:00 AM,20.793,78.393
520,06/14/25 12:30:00 AM,21.103,76.974
521,06/14/25 12:40:00 AM,20.269,80.123
522,06/14/25 12:50:00 AM,20.555,80.015
523,06/14/25 01:00:00 AM,20.650,78.278
524,06/14/25 01:10:00 AM,20.222,79.153
525,06/14/25 01:20:00 AM,19.888,79.985
526,06/14/25 01:30:00 AM,19.413,80.586
527,06/14/25 01:40:00 AM,19.436,81.347
528,06/14/25 01:50:00 AM,19.103,82.333
529,06/14/25 02:00:00 AM,19.151,82.483
530,06/14/25 02:10:00 AM,18.675,83.320
531,06/14/25 02:20:00 AM,19.532,82.929
532,06/14/25 02:30:00 AM,19.175,82.071
533,06/14/25 02:40:00 AM,19.199,83.797
534,06/14/25 02:50:00 AM,19.222,83.498
535,06/14/25 03:00:00 AM,19.722,83.277
536,06/14/25 03:10:00 AM,20.007,82.254
537,06/14/25 03:20:00 AM,18.747,82.671
538,06/14/25 03:30:00 AM,18.509,83.780
539,06/14/25 03:40:00 AM,18.390,83.560
540,06/14/25 03:50:00 AM,18.224,83.798
541,06/14/25 04:00:00 AM,18.129,84.492
542,06/14/25 04:10:00 AM,17.938,86.198
543,06/14/25 04:20:00 AM,18.247,86.325
544,06/14/25 04:30:00 AM,18.176,86.090
545,06/14/25 04:40:00 AM,17.891,86.024
546,06/14/25 04:50:00 AM,17.938,86.362
547,06/14/25 05:00:00 AM,17.582,86.441
548,06/14/25 05:10:00 AM,17.748,86.508
549,06/14/25 05:20:00 AM,18.081,86.177
550,06/14/25 05:30:00 AM,17.938,85.571
