"Plot Title: Yverdon_les_Tropiques_6"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 10963344, SEN S/N: 10963344)","RH, % (LGR S/N: 10963344, SEN S/N: 10963344)"
166,06/11/25 01:30:00 PM,25.574,48.848
167,06/11/25 01:40:00 PM,25.574,48.688
168,06/11/25 01:50:00 PM,24.653,48.985
169,06/11/25 02:00:00 PM,24.944,50.330
170,06/11/25 02:10:00 PM,25.113,50.034
171,06/11/25 02:20:00 PM,25.574,49.104
172,06/11/25 02:30:00 PM,25.671,50.394
173,06/11/25 02:40:00 PM,25.113,47.892
174,06/11/25 02:50:00 PM,25.647,46.866
175,06/11/25 03:00:00 PM,25.768,46.913
176,06/11/25 03:10:00 PM,26.134,44.334
177,06/11/25 03:20:00 PM,25.744,44.808
178,06/11/25 03:30:00 PM,26.720,44.533
179,06/11/25 03:40:00 PM,26.622,44.033
180,06/11/25 03:50:00 PM,26.085,44.458
181,06/11/25 04:00:00 PM,26.793,43.890
182,06/11/25 04:10:00 PM,26.867,43.604
183,06/11/25 04:20:00 PM,26.695,42.833
184,06/11/25 04:30:00 PM,26.402,43.127
185,06/11/25 04:40:00 PM,26.940,42.205
186,06/11/25 04:50:00 PM,27.186,43.347
187,06/11/25 05:00:00 PM,26.940,43.057
188,06/11/25 05:10:00 PM,26.940,43.384
189,06/11/25 05:20:00 PM,26.744,43.166
190,06/11/25 05:30:00 PM,26.671,42.798
191,06/11/25 05:40:00 PM,26.524,43.010
192,06/11/25 05:50:00 PM,26.916,42.923
193,06/11/25 06:00:00 PM,26.842,42.391
194,06/11/25 06:10:00 PM,26.769,42.514
195,06/11/25 06:20:00 PM,26.891,42.069
196,06/11/25 06:30:00 PM,26.867,41.935
197,06/11/25 06:40:00 PM,26.867,42.754
198,06/11/25 06:50:00 PM,26.671,41.486
199,06/11/25 07:00:00 PM,26.622,42.530
200,06/11/25 07:10:00 PM,26.622,43.184
201,06/11/25 07:20:00 PM,26.378,43.744
202,06/11/25 07:30:00 PM,26.524,44.412
203,06/11/25 07:40:00 PM,26.500,44.605
204,06/11/25 07:50:00 PM,26.134,45.470
205,06/11/25 08:00:00 PM,25.890,45.344
206,06/11/25 08:10:00 PM,25.671,45.577
207,06/11/25 08:20:00 PM,25.453,46.680
208,06/11/25 08:30:00 PM,25.065,47.501
209,06/11/25 08:40:00 PM,24.944,48.863
210,06/11/25 08:50:00 PM,24.677,50.168
211,06/11/25 09:00:00 PM,24.291,51.512
212,06/11/25 09:10:00 PM,23.954,52.098
213,06/11/25 09:20:00 PM,23.665,52.436
214,06/11/25 09:30:00 PM,23.400,53.028
215,06/11/25 09:40:00 PM,23.112,53.677
216,06/11/25 09:50:00 PM,22.896,53.334
217,06/11/25 10:00:00 PM,22.824,53.261
218,06/11/25 10:10:00 PM,21.628,60.007
219,06/11/25 10:20:00 PM,20.889,62.135
220,06/11/25 10:30:00 PM,19.793,67.119
221,06/11/25 10:40:00 PM,19.674,70.097
222,06/11/25 10:50:00 PM,19.103,72.345
223,06/11/25 11:00:00 PM,18.557,74.627
224,06/11/25 11:10:00 PM,18.723,74.087
225,06/11/25 11:20:00 PM,18.747,74.865
226,06/11/25 11:30:00 PM,18.723,74.574
227,06/11/25 11:40:00 PM,17.843,75.853
228,06/11/25 11:50:00 PM,18.224,74.818
229,06/12/25 12:00:00 AM,17.819,75.079
230,06/12/25 12:10:00 AM,17.177,78.285
231,06/12/25 12:20:00 AM,17.653,76.806
232,06/12/25 12:30:00 AM,17.819,76.585
233,06/12/25 12:40:00 AM,17.415,76.927
234,06/12/25 12:50:00 AM,16.892,77.832
235,06/12/25 01:00:00 AM,17.153,77.887
236,06/12/25 01:10:00 AM,16.654,78.986
237,06/12/25 01:20:00 AM,16.582,79.641
238,06/12/25 01:30:00 AM,16.582,79.446
239,06/12/25 01:40:00 AM,16.511,79.932
240,06/12/25 01:50:00 AM,16.249,79.792
241,06/12/25 02:00:00 AM,15.891,81.072
242,06/12/25 02:10:00 AM,15.939,80.834
243,06/12/25 02:20:00 AM,15.557,81.219
244,06/12/25 02:30:00 AM,15.247,82.442
245,06/12/25 02:40:00 AM,15.079,83.033
246,06/12/25 02:50:00 AM,14.960,83.797
247,06/12/25 03:00:00 AM,15.031,83.568
248,06/12/25 03:10:00 AM,14.984,83.938
249,06/12/25 03:20:00 AM,15.079,83.361
250,06/12/25 03:30:00 AM,15.079,83.252
251,06/12/25 03:40:00 AM,14.840,83.579
252,06/12/25 03:50:00 AM,14.553,84.572
253,06/12/25 04:00:00 AM,14.697,84.686
254,06/12/25 04:10:00 AM,14.601,85.016
255,06/12/25 04:20:00 AM,14.601,84.637
256,06/12/25 04:30:00 AM,14.314,84.490
257,06/12/25 04:40:00 AM,14.122,85.093
258,06/12/25 04:50:00 AM,14.337,85.683
259,06/12/25 05:00:00 AM,14.194,85.756
260,06/12/25 05:10:00 AM,13.954,85.915
261,06/12/25 05:20:00 AM,14.026,85.959
262,06/12/25 05:30:00 AM,13.882,85.845
263,06/12/25 05:40:00 AM,13.257,86.607
264,06/12/25 05:50:00 AM,13.401,87.388
265,06/12/25 06:00:00 AM,13.497,88.102
266,06/12/25 06:10:00 AM,13.834,87.545
267,06/12/25 06:20:00 AM,13.906,87.375
268,06/12/25 06:30:00 AM,13.858,87.070
269,06/12/25 06:40:00 AM,14.457,86.463
270,06/12/25 06:50:00 AM,14.768,85.460
271,06/12/25 07:00:00 AM,15.891,82.696
272,06/12/25 07:10:00 AM,16.773,79.793
273,06/12/25 07:20:00 AM,17.153,77.999
274,06/12/25 07:30:00 AM,17.415,76.955
275,06/12/25 07:40:00 AM,18.414,74.312
276,06/12/25 07:50:00 AM,19.032,73.342
277,06/12/25 08:00:00 AM,19.246,72.054
278,06/12/25 08:10:00 AM,19.555,71.271
279,06/12/25 08:20:00 AM,20.293,69.538
280,06/12/25 08:30:00 AM,20.007,70.510
281,06/12/25 08:40:00 AM,20.984,68.545
282,06/12/25 08:50:00 AM,21.581,65.798
283,06/12/25 09:00:00 AM,22.011,64.162
284,06/12/25 09:10:00 AM,21.151,63.505
285,06/12/25 09:20:00 AM,21.318,63.051
286,06/12/25 09:30:00 AM,21.318,65.842
287,06/12/25 09:40:00 AM,21.867,60.472
288,06/12/25 09:50:00 AM,22.178,60.003
289,06/12/25 10:00:00 AM,22.345,58.988
290,06/12/25 10:10:00 AM,22.321,59.291
291,06/12/25 10:20:00 AM,22.681,58.333
292,06/12/25 10:30:00 AM,22.202,58.105
293,06/12/25 10:40:00 AM,22.609,56.871
294,06/12/25 10:50:00 AM,22.226,56.350
295,06/12/25 11:00:00 AM,23.136,55.709
296,06/12/25 11:10:00 AM,23.376,55.526
297,06/12/25 11:20:00 AM,23.040,55.384
298,06/12/25 11:30:00 AM,23.064,55.823
299,06/12/25 11:40:00 AM,23.689,54.041
300,06/12/25 11:50:00 AM,24.484,53.588
301,06/12/25 12:00:00 PM,24.050,54.593
302,06/12/25 12:10:00 PM,24.074,53.468
303,06/12/25 12:20:00 PM,24.436,53.362
304,06/12/25 12:30:00 PM,23.857,54.628
305,06/12/25 12:40:00 PM,25.089,52.411
306,06/12/25 12:50:00 PM,24.774,54.164
307,06/12/25 01:00:00 PM,24.653,53.958
308,06/12/25 01:10:00 PM,24.871,53.517
309,06/12/25 01:20:00 PM,25.137,53.050
310,06/12/25 01:30:00 PM,26.207,51.771
311,06/12/25 01:40:00 PM,26.378,49.849
312,06/12/25 01:50:00 PM,26.793,49.967
313,06/12/25 02:00:00 PM,27.063,48.396
314,06/12/25 02:10:00 PM,27.235,48.611
315,06/12/25 02:20:00 PM,27.210,48.414
316,06/12/25 02:30:00 PM,27.358,48.240
317,06/12/25 02:40:00 PM,27.382,47.209
318,06/12/25 02:50:00 PM,27.161,48.634
319,06/12/25 03:00:00 PM,26.353,49.365
320,06/12/25 03:10:00 PM,26.891,48.728
321,06/12/25 03:20:00 PM,27.554,48.877
322,06/12/25 03:30:00 PM,28.097,49.687
323,06/12/25 03:40:00 PM,28.270,49.517
324,06/12/25 03:50:00 PM,27.825,50.006
325,06/12/25 04:00:00 PM,27.628,49.691
326,06/12/25 04:10:00 PM,28.048,49.906
327,06/12/25 04:20:00 PM,27.751,49.675
328,06/12/25 04:30:00 PM,28.742,49.577
329,06/12/25 04:40:00 PM,28.221,49.735
330,06/12/25 04:50:00 PM,28.667,49.052
331,06/12/25 05:00:00 PM,29.015,48.093
332,06/12/25 05:10:00 PM,28.692,43.814
333,06/12/25 05:20:00 PM,29.165,46.193
334,06/12/25 05:30:00 PM,29.315,47.611
335,06/12/25 05:40:00 PM,29.414,47.168
336,06/12/25 05:50:00 PM,29.615,47.648
337,06/12/25 06:00:00 PM,29.290,46.990
338,06/12/25 06:10:00 PM,29.464,47.011
339,06/12/25 06:20:00 PM,28.891,48.045
340,06/12/25 06:30:00 PM,28.320,48.555
341,06/12/25 06:40:00 PM,28.543,48.389
342,06/12/25 06:50:00 PM,28.891,47.103
343,06/12/25 07:00:00 PM,29.215,47.013
344,06/12/25 07:10:00 PM,28.444,47.989
345,06/12/25 07:20:00 PM,27.924,48.957
346,06/12/25 07:30:00 PM,27.554,52.209
347,06/12/25 07:40:00 PM,26.989,57.027
348,06/12/25 07:50:00 PM,27.431,55.615
349,06/12/25 08:00:00 PM,27.431,56.590
350,06/12/25 08:10:00 PM,27.579,53.865
351,06/12/25 08:20:00 PM,27.677,53.594
352,06/12/25 08:30:00 PM,27.382,55.702
353,06/12/25 08:40:00 PM,27.063,57.633
354,06/12/25 08:50:00 PM,27.014,58.687
355,06/12/25 09:00:00 PM,26.280,59.258
356,06/12/25 09:10:00 PM,25.866,60.925
357,06/12/25 09:20:00 PM,25.574,62.844
358,06/12/25 09:30:00 PM,24.629,68.490
359,06/12/25 09:40:00 PM,24.508,68.558
360,06/12/25 09:50:00 PM,23.761,71.568
361,06/12/25 10:00:00 PM,23.352,73.369
362,06/12/25 10:10:00 PM,23.304,72.422
363,06/12/25 10:20:00 PM,23.232,73.054
364,06/12/25 10:30:00 PM,22.705,74.119
365,06/12/25 10:40:00 PM,22.298,75.576
366,06/12/25 10:50:00 PM,22.106,76.057
367,06/12/25 11:00:00 PM,21.795,75.591
368,06/12/25 11:10:00 PM,22.034,73.871
369,06/12/25 11:20:00 PM,21.557,74.908
370,06/12/25 11:30:00 PM,21.533,74.527
371,06/12/25 11:40:00 PM,21.509,73.391
372,06/12/25 11:50:00 PM,21.581,72.356
373,06/13/25 12:00:00 AM,21.199,74.201
374,06/13/25 12:10:00 AM,21.175,74.947
375,06/13/25 12:20:00 AM,21.032,74.746
376,06/13/25 12:30:00 AM,20.650,75.706
377,06/13/25 12:40:00 AM,20.222,77.791
378,06/13/25 12:50:00 AM,20.412,77.346
379,06/13/25 01:00:00 AM,20.365,76.994
380,06/13/25 01:10:00 AM,19.936,78.781
381,06/13/25 01:20:00 AM,19.436,80.394
382,06/13/25 01:30:00 AM,19.508,81.250
383,06/13/25 01:40:00 AM,19.318,81.321
384,06/13/25 01:50:00 AM,19.294,81.539
385,06/13/25 02:00:00 AM,19.151,81.675
386,06/13/25 02:10:00 AM,19.008,81.923
387,06/13/25 02:20:00 AM,18.818,83.020
388,06/13/25 02:30:00 AM,18.985,82.502
389,06/13/25 02:40:00 AM,19.032,82.346
390,06/13/25 02:50:00 AM,19.080,81.855
391,06/13/25 03:00:00 AM,18.913,81.679
392,06/13/25 03:10:00 AM,18.889,81.618
393,06/13/25 03:20:00 AM,18.937,81.712
394,06/13/25 03:30:00 AM,18.675,81.683
395,06/13/25 03:40:00 AM,18.390,82.287
396,06/13/25 03:50:00 AM,18.509,82.147
397,06/13/25 04:00:00 AM,18.390,82.342
398,06/13/25 04:10:00 AM,18.271,83.229
399,06/13/25 04:20:00 AM,18.366,83.333
400,06/13/25 04:30:00 AM,18.200,83.296
401,06/13/25 04:40:00 AM,17.938,84.503
402,06/13/25 04:50:00 AM,18.105,83.881
403,06/13/25 05:00:00 AM,18.129,83.611
404,06/13/25 05:10:00 AM,18.010,84.135
405,06/13/25 05:20:00 AM,17.962,84.014
406,06/13/25 05:30:00 AM,17.629,84.679
407,06/13/25 05:40:00 AM,17.391,85.363
408,06/13/25 05:50:00 AM,17.724,85.821
409,06/13/25 06:00:00 AM,18.010,84.876
410,06/13/25 06:10:00 AM,17.915,84.251
411,06/13/25 06:20:00 AM,17.843,84.920
412,06/13/25 06:30:00 AM,17.962,84.783
413,06/13/25 06:40:00 AM,18.129,84.546
414,06/13/25 06:50:00 AM,18.461,83.824
415,06/13/25 07:00:00 AM,19.199,82.076
416,06/13/25 07:10:00 AM,19.413,81.006
417,06/13/25 07:20:00 AM,19.865,79.867
418,06/13/25 07:30:00 AM,20.269,79.700
419,06/13/25 07:40:00 AM,21.032,76.300
420,06/13/25 07:50:00 AM,21.366,76.884
421,06/13/25 08:00:00 AM,21.987,74.327
422,06/13/25 08:10:00 AM,22.298,73.836
423,06/13/25 08:20:00 AM,22.369,74.199
424,06/13/25 08:30:00 AM,22.298,74.649
425,06/13/25 08:40:00 AM,22.561,74.643
426,06/13/25 08:50:00 AM,22.369,74.315
427,06/13/25 09:00:00 AM,23.112,72.532
428,06/13/25 09:10:00 AM,23.569,70.024
429,06/13/25 09:20:00 AM,23.136,69.974
430,06/13/25 09:30:00 AM,23.497,69.566
431,06/13/25 09:40:00 AM,23.785,68.637
432,06/13/25 09:50:00 AM,24.195,66.192
433,06/13/25 10:00:00 AM,24.315,65.218
434,06/13/25 10:10:00 AM,24.339,62.153
435,06/13/25 10:20:00 AM,24.532,62.367
436,06/13/25 10:30:00 AM,24.629,62.261
437,06/13/25 10:40:00 AM,24.629,61.281
438,06/13/25 10:50:00 AM,25.065,60.583
439,06/13/25 11:00:00 AM,25.283,57.739
440,06/13/25 11:10:00 AM,25.914,57.429
441,06/13/25 11:20:00 AM,26.085,56.455
442,06/13/25 11:30:00 AM,26.207,55.657
443,06/13/25 11:40:00 AM,26.402,56.188
444,06/13/25 11:50:00 AM,26.867,53.005
445,06/13/25 12:00:00 PM,26.842,53.319
446,06/13/25 12:10:00 PM,27.530,51.408
447,06/13/25 12:20:00 PM,27.554,51.603
448,06/13/25 12:30:00 PM,27.604,51.673
449,06/13/25 12:40:00 PM,27.677,53.276
450,06/13/25 12:50:00 PM,28.617,52.513
451,06/13/25 01:00:00 PM,28.667,51.496
452,06/13/25 01:10:00 PM,28.791,53.016
453,06/13/25 01:20:00 PM,28.518,52.755
454,06/13/25 01:30:00 PM,28.941,52.845
455,06/13/25 01:40:00 PM,29.740,49.545
456,06/13/25 01:50:00 PM,29.389,50.371
457,06/13/25 02:00:00 PM,29.515,50.323
458,06/13/25 02:10:00 PM,29.840,48.683
459,06/13/25 02:20:00 PM,30.596,44.330
460,06/13/25 02:30:00 PM,30.697,45.230
461,06/13/25 02:40:00 PM,31.179,42.413
462,06/13/25 02:50:00 PM,31.357,42.599
463,06/13/25 03:00:00 PM,30.950,41.458
464,06/13/25 03:10:00 PM,31.153,42.742
465,06/13/25 03:20:00 PM,31.842,39.383
466,06/13/25 03:30:00 PM,30.798,39.977
467,06/13/25 03:40:00 PM,31.510,38.712
468,06/13/25 03:50:00 PM,31.944,37.545
469,06/13/25 04:00:00 PM,31.714,38.061
470,06/13/25 04:10:00 PM,32.021,39.234
471,06/13/25 04:20:00 PM,32.098,40.114
472,06/13/25 04:30:00 PM,32.846,39.387
473,06/13/25 04:40:00 PM,31.791,39.780
474,06/13/25 04:50:00 PM,31.357,41.036
475,06/13/25 05:00:00 PM,31.944,41.066
476,06/13/25 05:10:00 PM,32.047,40.910
477,06/13/25 05:20:00 PM,31.052,41.669
478,06/13/25 05:30:00 PM,30.900,42.515
479,06/13/25 05:40:00 PM,31.255,41.757
480,06/13/25 05:50:00 PM,31.561,41.125
481,06/13/25 06:00:00 PM,31.765,37.662
482,06/13/25 06:10:00 PM,31.791,39.009
483,06/13/25 06:20:00 PM,32.021,39.100
484,06/13/25 06:30:00 PM,31.842,37.737
485,06/13/25 06:40:00 PM,31.765,38.772
486,06/13/25 06:50:00 PM,32.021,38.361
487,06/13/25 07:00:00 PM,31.944,40.164
488,06/13/25 07:10:00 PM,32.150,38.441
489,06/13/25 07:20:00 PM,32.201,37.638
490,06/13/25 07:30:00 PM,32.742,36.881
491,06/13/25 07:40:00 PM,31.714,47.941
492,06/13/25 07:50:00 PM,31.459,47.583
493,06/13/25 08:00:00 PM,31.306,47.466
494,06/13/25 08:10:00 PM,30.419,52.567
495,06/13/25 08:20:00 PM,30.268,54.944
496,06/13/25 08:30:00 PM,28.791,60.146
497,06/13/25 08:40:00 PM,29.315,56.236
498,06/13/25 08:50:00 PM,28.617,60.866
499,06/13/25 09:00:00 PM,27.949,62.494
500,06/13/25 09:10:00 PM,27.210,64.063
501,06/13/25 09:20:00 PM,26.940,63.037
502,06/13/25 09:30:00 PM,26.867,64.190
503,06/13/25 09:40:00 PM,26.036,67.629
504,06/13/25 09:50:00 PM,25.914,66.128
505,06/13/25 10:00:00 PM,25.939,62.076
506,06/13/25 10:10:00 PM,25.501,61.606
507,06/13/25 10:20:00 PM,25.113,64.262
508,06/13/25 10:30:00 PM,24.581,63.351
509,06/13/25 10:40:00 PM,24.146,65.612
510,06/13/25 10:50:00 PM,23.665,68.734
511,06/13/25 11:00:00 PM,23.521,69.392
512,06/13/25 11:10:00 PM,23.040,71.785
513,06/13/25 11:20:00 PM,22.513,73.936
514,06/13/25 11:30:00 PM,22.489,74.425
515,06/13/25 11:40:00 PM,22.345,74.049
516,06/13/25 11:50:00 PM,22.369,73.063
517,06/14/25 12:00:00 AM,22.657,68.997
518,06/14/25 12:10:00 AM,21.891,70.893
519,06/14/25 12:20:00 AM,22.130,71.290
520,06/14/25 12:30:00 AM,21.581,72.765
521,06/14/25 12:40:00 AM,21.557,73.284
522,06/14/25 12:50:00 AM,21.294,74.075
523,06/14/25 01:00:00 AM,21.079,75.390
524,06/14/25 01:10:00 AM,21.103,75.366
525,06/14/25 01:20:00 AM,20.984,75.226
526,06/14/25 01:30:00 AM,20.603,76.270
527,06/14/25 01:40:00 AM,20.293,77.179
528,06/14/25 01:50:00 AM,20.222,76.879
529,06/14/25 02:00:00 AM,20.269,77.801
530,06/14/25 02:10:00 AM,20.079,77.847
531,06/14/25 02:20:00 AM,19.603,78.655
532,06/14/25 02:30:00 AM,19.746,79.391
533,06/14/25 02:40:00 AM,19.960,79.775
534,06/14/25 02:50:00 AM,20.055,79.682
535,06/14/25 03:00:00 AM,19.960,79.267
536,06/14/25 03:10:00 AM,20.103,79.184
537,06/14/25 03:20:00 AM,19.460,79.725
538,06/14/25 03:30:00 AM,19.436,80.029
539,06/14/25 03:40:00 AM,19.032,81.175
540,06/14/25 03:50:00 AM,18.842,81.385
541,06/14/25 04:00:00 AM,18.866,82.225
542,06/14/25 04:10:00 AM,18.747,82.588
543,06/14/25 04:20:00 AM,19.175,82.349
544,06/14/25 04:30:00 AM,18.913,81.958
545,06/14/25 04:40:00 AM,18.723,81.637
546,06/14/25 04:50:00 AM,18.271,83.478
547,06/14/25 05:00:00 AM,18.224,82.970
548,06/14/25 05:10:00 AM,18.271,83.312
549,06/14/25 05:20:00 AM,18.224,83.246
550,06/14/25 05:30:00 AM,17.986,83.854
551,06/14/25 05:40:00 AM,17.653,85.068
